鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
淡水區,房地(土地+建物)+車位,沙崙路一段１２６巷１０９號五樓,24.86,都市：其他:第五之一種住宅區,,,1100322,土地1建物1車位1,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,191.65,3,2,2,有,有,13400000,72679,坡道平面,26.54,1400000,,RPUQMLSKOHGGFEF56DA,0.0,0.0,0.0,有,
淡水區,房地(土地+建物)+車位,新市三路二段２６１號六樓,9.93,都市：其他:第三之一種中心商業區,,,1100427,土地1建物1車位1,六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,152.47,3,2,2,有,有,10600000,75404,坡道平面,30.46,1400000,含裝潢費；,RPTQMLSLMHGGFEF98DA,0.0,0.0,0.0,有,
淡水區,房地(土地+建物)+車位,新市三路二段３１９號二十四樓,5.53,都市：其他:第三之一種中心商業區,,,1100512,土地1建物1車位1,二十四層,二十八層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080822,87.55000000000001,1,1,1,有,有,6000000,77947,坡道平面,25.97,1200000,含裝潢費470000元；,RPSPMLSKNHGGFEF78DA,0.0,0.0,0.0,有,
淡水區,車位,中正路二段３４號等,0.42,都市：其他:商業區,,,1100525,土地1建物1車位1,,,住宅大樓(11層含以上有電梯),,,,27.39,0,0,0,有,有,1000000,,坡道平面,27.39,1000000,僅車位交易；,RPTPMLRLNHGGFEF88DA,0.0,0.0,0.0,有,0449
三芝區,房地(土地+建物),中正路一段１８巷９０號六樓,20.96,都市：其他:住宅區,,,1100520,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860220,96.72,3,2,2,有,有,3330000,34429,,0.0,0,,RPUPMLRLNHGGFEF98DA,0.0,0.0,0.0,有,
八里區,土地,荖阡段1242地號,32.27,都市：其他:道路用地,,,1100601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,70000,2169,,0.0,0,包含公共設施保留地用地；,RPQRMLLJOHGGFEF08DA,0.0,0.0,0.0,無,
淡水區,房地(土地+建物)+車位,八勢路５０巷７１號六樓,74.02,都市：其他:住宅區(一),,,1100322,土地1建物1車位1,六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1070521,259.61,4,2,2,有,有,28780000,121036,坡道平面,37.94,1950000,,RPPQMLTJOHGGFEF68DA,0.0,0.0,0.0,有,
淡水區,房地(土地+建物)+車位,坪頂路７８之３號四樓,25.54,都市：其他:住宅區(二),,,1100512,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1090709,175.23000000000002,3,2,2,有,有,11700000,68953,坡道平面,35.28,2050000,,RPRQMLLKOHGGFEF18DA,0.0,0.0,0.0,有,
八里區,房地(土地+建物),中華路二段３７８號十四樓,6.84,都市：其他:第三種住宅區。,,,1100504,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841013,66.97999999999999,2,1,1,有,有,3900000,58226,,0.0,0,,RPSNMLMKOHGGFEF08DA,0.0,0.0,0.0,有,
八里區,房地(土地+建物)+車位,龍米路二段３７號三樓,13.41,都市：其他:住宅區,,,1100513,土地2建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850918,106.78999999999999,3,1,2,有,有,6200000,58058,升降機械,0.0,0,,RPTNMLMKOHGGFEF18DA,0.0,0.0,0.0,有,
淡水區,房地(土地+建物)+車位,沙崙路一段２３號二十樓,28.07,都市：其他:第三種住宅區。,,,1100507,土地1建物1車位1,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,174.03,3,2,2,有,有,13200000,82679,坡道平面,30.1,1300000,預售屋、或土地及建物分次登記案件；,RPOUMLKKOHGGFEF18DA,0.0,0.0,0.0,有,
淡水區,房地(土地+建物)+車位,濱海路三段１４８巷５１號八樓,46.61,都市：其他:第二種住宅區,,,1100610,土地1建物1車位2,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613,237.97,4,2,2,有,有,12080000,50763,坡道平面,61.78,0,雨遮外推陽台外推；其他增建；,RPVRMLQKOHGGFEF56DA,0.0,0.0,0.0,有,0450
貢寮區,房地(土地+建物),延平街３８巷１號四樓,25.02,都市：其他:商業區,,,1100511,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0861016,111.64999999999999,3,2,2,有,無,2000000,17913,,0.0,0,,RPRNMLTJOHGGFFF68DA,0.0,0.0,0.0,無,
三重區,房地(土地+建物)+車位,集美街７１號五樓,22.98,都市：其他:住宅區,,,1100507,土地1建物1車位1,五層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,1061026,252.63,0,0,0,無,有,37000000,152182,坡道平面,23.3,2100000,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLMKNHGGFGF78DA,0.0,0.0,0.0,有,
