鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
北屯區,土地,大豐段590-2地號,370.19,都市：其他:特一種住宅區,,,1100531,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,26688082,72093,,0.0,0,,RPWSMLRKOHGGFBB78DA,0.0,0.0,0.0,無,
北屯區,房地(土地+建物)+車位,崇德二路二段１６６號五樓,28.88,非都市： ; 非都市編定：,,,1100514,土地2建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830218,198.87,4,2,2,有,有,10600000,53301,升降平面,0.0,0,,RPXSMLRKOHGGFBB88DA,127.73,5.51,16.71,有,
北屯區,房地(土地+建物)+車位,軍和街４５５巷１１號３樓,24.52,都市：其他:第二種住宅區,,,1100514,土地2建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811101,161.64000000000001,4,2,3,有,有,7880000,48750,坡道機械,0.0,0,含土地增值稅或其他稅費；含仲介費；,RPWNMLSKOHGGFBB38DA,116.69,3.87,11.26,有,
北屯區,房地(土地+建物)+車位,祥順路二段２４９號,137.57,都市：其他:第一之一種住宅區,,,1100407,土地2建物1車位2,全,五層,透天厝,停車空間、住宅,鋼筋混凝土造,1091231,203.34,5,3,6,有,無,36360000,178814,一樓平面,0.0,0,,RPQNMLRKOHGGFBB67DA,179.08,0.0,24.26,有,
北屯區,房地(土地+建物)+車位,環太東路４６１號十四樓之９,19.37,都市：其他:第三種住宅區。,,,1100523,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090820,122.74,2,2,1,有,有,7960000,64853,坡道平面,23.87,0,,RPUQMLQKOHGGFBB28DA,58.4,0.0,7.29,有,0137
北屯區,房地(土地+建物)+車位,松竹路二段３３７巷１７號,10.71,都市：其他:第二種住宅區,,,1100422,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801213,67.79,2,2,1,有,有,5200000,76707,升降機械,0.0,0,其他增建；,RPXQMLQKOHGGFBB58DA,44.8,8.48,0.0,有,
北屯區,房地(土地+建物)+車位,天津路三段１１３號,53.13,都市：其他:第二種住宅區,,,1080702,土地1建物1車位1,一層，騎樓,九層,華廈(10層含以下有電梯),店舖、騎樓,鋼筋混凝土造,1100109,197.5,0,0,1,有,有,20700000,104810,坡道平面,0.0,0,預售屋、或土地及建物分次登記案件；,RPOQMLRKOHGGFBB77DA,80.69,0.0,3.57,有,
北屯區,房地(土地+建物)+車位,天津路三段１１１號,54.72,都市：其他:第二種住宅區,,,1080702,土地1建物1車位1,一層，騎樓,九層,華廈(10層含以下有電梯),店舖、騎樓,鋼筋混凝土造,1100109,203.51999999999998,0,0,1,有,有,21300000,104658,坡道平面,0.0,0,預售屋、或土地及建物分次登記案件；,SPOQMLRKOHGGFBB87DA,77.6,0.0,10.35,有,
北屯區,房地(土地+建物)+車位,天津路三段１１１號七樓之９,12.69,都市：其他:第二種住宅區,,,1080702,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100109,75.27000000000001,1,1,1,有,有,5840000,77587,坡道機械,0.0,0,預售屋、或土地及建物分次登記案件；,TPOQMLRKOHGGFBB97DA,24.63,0.0,3.58,有,
北屯區,房地(土地+建物)+車位,天津路三段１１１號九樓之５,11.1,都市：其他:第二種住宅區,,,1080702,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100109,71.93,1,1,1,有,有,5890000,81885,坡道機械,0.0,0,預售屋、或土地及建物分次登記案件；,UPOQMLRKOHGGFBB08DA,21.29,0.0,3.58,有,
