鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
觀音區,土地,樹新段311地號,3228.02,,一般農業區,農牧用地,1100421,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,27840000,8624,,0.0,0,,RPUSMLLLMHGGFBH48DA,0.0,0.0,0.0,無,
中壢區,房地(土地+建物)+車位,青商路１３號,18.34,都市：其他:第二種商業區,,,1100428,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),店舖,鋼筋混凝土造,1030501,157.56,1,1,2,有,有,11680000,74130,坡道平面,37.65,0,此標的為店面,RPPQMLOKNHGGFBH08DA,76.59,1.33,4.76,有,0014
中壢區,房地(土地+建物)+車位,永福路１１３６號十四樓,35.39,都市：其他:住宅區,,,1100502,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920710,188.69,3,2,2,有,有,7700000,40808,坡道平面,0.0,0,車位四年輪抽,RPVQMLTKNHGGFBH56DA,100.96,0.0,13.11,有,
中壢區,房地(土地+建物),民權路二段９巷１２１號,7.4,都市：其他:住宅區,,,1100510,土地5建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731023,25.09,0,0,0,無,無,200000,7971,,0.0,0,二建號打通，無隔間，含一衛浴。,RPWQMLTKNHGGFBH66DA,21.83,3.26,0.0,無,
中壢區,房地(土地+建物)+車位,永泰路１０７號十三樓,13.49,都市：其他:住宅區,,,1100430,土地1建物1車位1,十三層,十七層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090413,105.43,2,1,1,有,有,8000000,75880,坡道平面,25.7,0,,RPXQMLTKNHGGFBH76DA,47.67,2.04,3.53,有,0015
中壢區,房地(土地+建物),興仁路二段９９號三樓之７１,7.04,都市：其他:住宅區,,,1100513,土地1建物1車位0,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950520,31.66,1,1,1,有,有,1700000,53696,,0.0,0,,RPWRMLTKNHGGFBH76DA,16.97,0.88,2.2,有,0016
中壢區,房地(土地+建物)+車位,松義路１７９號,49.22,都市：其他:住宅區,,,1090729,土地1建物1車位2,一層,十二層,住宅大樓(11層含以上有電梯),店舖,鋼筋混凝土造,1091117,303.83,0,0,0,無,有,18500000,73003,坡道平面,87.4,2700000,預售屋、或土地及建物分次登記案件；,RPRSMLTKNHGGFBH98DA,127.38,0.0,15.88,有,
中壢區,房地(土地+建物),日新路６１號五樓,21.34,都市：其他:住宅區,,,1100420,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690829,64.77,4,0,4,有,無,3300000,50950,,0.0,0,,RPQNMLKLNHGGFBH57DA,64.77,0.0,0.0,無,
中壢區,房地(土地+建物)+車位,普義路２１７巷２８號十三樓,19.73,都市：其他:住宅區,,,1100511,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930924,125.28,3,2,2,有,有,7300000,58269,坡道機械,0.0,0,,RPWOMLKLNHGGFBH28DA,74.35,1.3,8.88,有,
中壢區,房地(土地+建物),民族路４２之１號,89.0,都市：其他:住宅區,,,1100511,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0630729,135.94,2,3,3,有,無,37680000,277181,,0.0,0,本案買賣總價款為賣清價，所有稅費、過戶費用均由承買方負擔之。未登記建物；,RPVPMLQLNHGGFBH88DA,135.94,0.0,0.0,無,0017
中壢區,房地(土地+建物)+車位,松仁路２２３號十二樓,22.44,都市：其他:住宅區,,,1081011,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091117,142.36,2,2,1,有,有,6000000,49159,坡道平面,43.7,1150000,預售屋、或土地及建物分次登記案件；,RPUVMLLMNHGGFBH98DA,55.85,1.75,7.71,有,0018
中壢區,房地(土地+建物)+車位,松仁路２０９號九樓,22.93,都市：其他:住宅區,,,1080812,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091117,144.51,2,2,1,有,有,6360000,49697,坡道平面,43.7,1350000,預售屋、或土地及建物分次登記案件；,RPPWMLLMNHGGFBH58DA,58.01,3.32,5.4,有,
中壢區,房地(土地+建物)+車位,松仁路２２９號三樓,20.78,都市：其他:住宅區,,,1080910,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1091117,135.1,2,2,1,有,有,5280000,44092,坡道平面,43.7,1250000,預售屋、或土地及建物分次登記案件；,RPSWMLLMNHGGFBH88DA,53.28,1.82,5.4,有,
中壢區,房地(土地+建物),中園路二段４６巷３３９弄２０號,176.67,都市：其他:農業區,,,1100521,土地2建物1車位0,全,四層,透天厝,住宅、住宅（附屬停車空間、樓梯間、水箱間）,鋼筋混凝土造,1100202,293.54,4,2,5,有,無,21500000,73244,,0.0,0,,RPWRMLRLNHGGFBH66DA,273.56,0.0,19.62,有,
中壢區,房地(土地+建物),中園路２２號十二樓之８,4.79,都市：其他:住宅區,,,1100528,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960301,51.129999999999995,1,0,1,有,有,3400000,66497,,0.0,0,,RPQOMLLJOHGGFBH67DA,33.09,0.0,3.28,有,
觀音區,房地(土地+建物),中山路二段７７２巷１７號,97.52,都市：其他:住宅區,,,1100323,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0790119,161.28,4,2,2,有,無,7350000,45573,,0.0,0,,RPPNMLOJOHGGFBH77DA,147.3,6.99,6.99,無,
中壢區,房地(土地+建物)+車位,環西路二段３００巷８之３號十二樓,8.11,都市：其他:住宅區,,,1100516,土地2建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1000628,110.56,3,2,2,有,有,8500000,76881,坡道平面,0.0,0,,RPPRMLSJOHGGFBH58DA,57.91,2.57,6.1,有,0019
中壢區,房地(土地+建物),中園路二段４６巷３３９弄１９號,106.67,都市：其他:農業區,,,1100505,土地1建物1車位0,全,四層,透天厝,住宅、住宅（附屬停車空間、樓梯間、水箱間）,鋼筋混凝土造,1100202,293.28000000000003,4,2,5,有,無,22800000,77741,,0.0,0,,RPXRMLSJOHGGFBH76DA,273.56,0.0,19.36,有,
中壢區,房地(土地+建物),中園路二段４６巷３３９弄２號,109.01,都市：其他:農業區,,,1091228,土地1建物1車位0,全,四層,透天厝,住宅、住宅（附屬停車空間、樓梯間、水箱間）,鋼筋混凝土造,1100202,297.44,4,2,5,有,無,20500000,68921,,0.0,0,,RPQSMLSJOHGGFBH78DA,277.47,0.0,19.61,有,
中壢區,房地(土地+建物)+車位,永裕路１３號,27.88,都市：其他:住宅區,,,1100515,土地1建物1車位1,一層,十三層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1081220,166.95999999999998,4,2,2,有,有,12500000,81810,坡道平面,25.78,950000,,RPQNMLTJOHGGFBH38DA,90.29,0.0,3.68,有,
中壢區,房地(土地+建物)+車位,中園路３２之８號十八樓,14.58,都市：其他:住宅區,,,1100515,土地1建物1車位2,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990522,189.11,4,2,2,有,有,11080000,58590,坡道平面,39.36,0,,RPPQMLTJOHGGFBH58DA,99.91,1.53,12.19,有,
中壢區,土地,普義段69地號,95.91,都市：其他:乙種工業區,,,1100519,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1740000,18142,,0.0,0,,RPURMLTJOHGGFBH56DA,0.0,0.0,0.0,無,0020
中壢區,房地(土地+建物),大智街１０號二樓之６３,7.73,都市：其他:住宅區,,,1100603,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780529,29.38,1,0,1,有,有,1150000,39142,,0.0,0,,RPSNMLKKOHGGFBH77DA,18.9,0.0,4.5,無,0021
